264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,179,179,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,179,179,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,179,179,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,179,179,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,179,179,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,179,179,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,266,266,264,264,264,266,264,264,265,179,179,264,264,264,264,264,264,265,264,264,264,264,264,264,264,264
264,264,264,264,264,264,266,264,264,266,267,264,266,264,264,179,179,265,264,264,267,267,264,265,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,266,264,264,264,264,266,266,264,179,179,264,267,264,264,267,267,264,265,265,264,264,264,264,264,264
264,264,264,264,264,264,265,264,265,265,264,267,266,264,265,179,179,264,264,264,267,264,264,264,264,265,264,264,264,264,264,264
264,264,264,264,264,264,264,265,265,264,264,264,264,264,264,179,179,265,265,267,267,264,267,267,264,264,264,264,264,264,264,264
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,248,247,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,248,247,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
264,264,264,264,264,264,266,268,265,265,264,264,264,264,264,179,179,265,264,265,264,264,265,265,265,265,264,264,264,264,264,264
264,264,264,264,264,264,264,265,268,264,265,265,265,265,264,179,179,265,265,264,264,264,265,265,264,265,264,264,264,264,264,264
264,264,264,264,264,264,265,265,265,268,264,265,265,268,264,179,179,264,265,264,265,264,264,265,264,265,264,264,264,264,264,264
264,264,264,264,264,264,265,264,264,264,265,264,264,264,265,179,179,265,264,264,264,265,264,265,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,265,265,265,264,265,265,265,264,289,289,264,265,265,265,264,265,264,265,264,264,264,264,264,264,264
272,166,252,166,166,272,166,271,166,166,166,272,271,166,166,311,311,166,166,272,274,252,166,166,272,166,166,252,272,166,166,166
166,272,166,272,272,166,166,166,272,166,252,166,166,272,166,311,311,166,271,274,166,272,166,271,166,166,272,166,166,166,272,166
264,264,264,264,264,264,264,264,264,264,264,264,264,265,264,333,333,264,264,264,264,265,265,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,265,264,264,265,264,264,265,264,264,264,264,264,264,264,264,264,264,265,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,265,264,264,264,264,264,264,264,264,265,264,265,264,264,265,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,265,264,264,264,265,264,265,264,265,264,265,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,265,264,265,264,265,264,264,265,264,264,264,265,264,264,265,264,264,264,264,264,264,264
264,264,264,264,264,264,264,265,264,264,264,264,264,265,264,265,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
