274,274,274,274,274,274,274,252,252,274,274,274,274,274,264,179,264,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,264,264,264,264,265,265,264,264,264,264,264,264,264,179,264,267,267,267,267,267,267,264,264,264,264,264,264,264,264,274,252,274
274,274,264,265,265,265,265,264,264,264,264,264,265,265,264,179,264,264,264,264,264,264,267,264,264,264,264,264,265,265,264,274,274,274
274,274,264,264,264,264,264,264,264,274,264,274,264,264,264,179,264,274,274,274,264,264,274,274,252,274,264,264,265,264,264,274,274,274
274,274,268,264,274,274,274,264,264,252,264,274,264,158,221,205,264,274,274,274,264,264,267,264,274,274,264,264,265,264,264,274,274,274
274,274,264,264,274,270,274,274,264,274,264,264,264,179,264,179,264,271,274,274,274,264,267,264,264,264,264,264,265,264,264,274,274,274
274,274,264,264,274,274,264,264,268,264,264,264,264,179,264,179,264,268,264,264,264,264,267,267,264,264,264,264,265,265,264,274,274,271
274,274,264,265,274,274,264,268,268,264,264,264,264,179,264,224,221,221,221,221,221,161,265,264,264,264,264,274,264,264,264,274,274,274
274,274,264,265,274,274,268,268,264,264,264,264,264,179,264,264,265,265,265,265,265,179,265,264,264,264,264,274,274,264,264,274,274,274
274,274,264,265,274,271,268,221,221,221,221,221,221,205,264,264,264,268,264,264,264,179,265,265,264,264,264,274,270,264,264,274,274,274
252,274,264,265,274,274,264,264,264,264,264,264,264,179,264,264,264,264,264,264,264,179,265,265,264,264,264,274,274,265,264,274,274,274
274,274,264,265,264,264,264,274,252,274,274,264,265,179,264,264,264,274,274,274,264,179,265,264,264,274,274,274,274,265,265,274,274,274
274,274,265,265,264,264,264,274,264,264,264,264,265,179,264,264,274,274,274,252,264,179,265,264,264,274,274,274,274,264,265,274,274,274
274,274,265,264,274,270,274,274,264,267,267,268,268,179,264,264,264,274,270,274,264,179,265,264,264,264,274,252,274,264,265,274,274,274
274,274,264,264,274,274,274,271,264,267,264,268,264,179,264,264,274,274,274,264,264,179,265,265,264,264,264,264,264,265,265,274,274,274
274,274,264,264,264,264,264,274,264,267,264,268,268,179,264,264,377,377,264,264,264,179,265,265,264,264,264,264,264,265,264,274,274,274
274,274,264,264,264,264,264,274,264,267,264,264,268,179,264,264,274,274,264,264,264,179,265,265,264,264,264,274,274,274,274,274,274,274
274,252,264,264,264,274,274,274,264,264,274,264,264,179,264,274,270,274,274,264,264,179,265,267,264,264,274,270,274,274,274,274,274,274
274,274,264,265,264,274,271,274,264,264,274,252,264,179,264,264,264,252,274,264,264,179,265,267,267,267,274,274,274,274,274,274,274,274
274,274,265,265,264,274,274,274,264,264,264,264,264,179,264,264,264,264,264,264,264,179,265,264,264,267,274,274,274,274,274,274,271,274
274,274,265,265,264,274,274,274,158,221,221,221,221,228,221,221,221,221,221,221,221,205,265,264,264,264,274,274,271,274,274,274,274,274
271,274,264,265,264,264,264,264,179,264,264,264,264,267,265,264,267,264,264,264,264,224,221,161,264,264,274,274,274,274,274,252,274,274
274,274,264,265,274,274,264,264,179,264,264,265,265,267,267,267,267,264,264,264,264,264,265,179,264,264,274,274,274,274,274,274,274,274
274,271,264,264,274,270,274,264,179,264,265,265,264,264,264,264,264,264,264,274,264,264,265,179,264,264,274,274,274,274,274,274,274,274
274,271,264,264,274,274,264,264,179,264,265,265,264,264,267,264,274,252,264,274,264,264,265,201,268,264,274,252,274,274,274,274,274,274
274,274,264,264,274,274,264,264,267,267,264,264,264,267,267,264,264,274,264,274,274,274,268,287,264,264,274,274,274,264,274,274,274,274
274,274,264,264,264,264,252,264,264,267,264,264,264,267,267,264,264,264,264,274,274,274,274,309,274,270,274,274,274,264,264,274,274,274
274,271,274,267,267,264,274,274,274,267,267,274,264,264,267,267,264,264,264,274,274,271,274,309,274,274,274,270,274,264,264,274,274,274
274,274,274,274,267,267,264,270,274,264,264,274,274,274,270,274,274,274,274,274,274,274,274,309,274,264,264,264,264,264,264,274,274,252
274,274,274,274,274,267,267,274,274,264,264,274,274,274,252,274,274,274,274,274,274,274,268,331,264,268,268,264,268,268,264,274,274,274
274,274,274,274,274,274,267,267,264,264,264,274,274,274,274,274,274,274,274,274,274,274,268,268,264,268,264,268,268,268,264,274,274,274
274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
